title	authors	doi	journal	volume	issue	pages	X.	descriptors	oldfilename	newfilename	file.location	authors.fullnames	link.to.abstract	lookup.code
50	List context fosters semantic processing: Parallels between semantic and morphological facilitation when primes are forward masked.	LB Feldman, DM Basnight-Brown	10.1037/0278-7393.34.3.680	JEPLMC	34	3	680-7		Concept Formation, Cues, Decision Making, Humans, Paired-Associate Learning, Perceptual Masking, Phonetics, Reaction Time, Reading, Semantics	2008.JEP LMC/34_3_680.pdf	JEPLMC/JEPLMC-34-3-680.pdf	Reproducibility Papers/JEPLMC/JEPLMC-34-3-680.pdf	Laurie Beth Feldman, Dana M Basnight-Brown	NA	JEPLMC-34-3-680
51	The time course of object-feature retrieval in recognition.	K Lamberts, C Kent	10.1037/0278-7393.34.3.688	JEPLMC	34	3	688-95		Adult, Attention, Color Perception, Cues, Discrimination Learning, Female, Humans, Male, Mental Recall, Orientation, Pattern Recognition, Visual, Reaction Time	2008.JEP LMC/34_3_688.pdf	JEPLMC/JEPLMC-34-3-688.pdf	Reproducibility Papers/JEPLMC/JEPLMC-34-3-688.pdf	Koen Lamberts, Christopher Kent	NA	JEPLMC-34-3-688
52	Attention orienting effects of hesitations in speech: Evidence from ERPs.	P Collard, M Corley, LJ MacGregor, DI Donaldson	10.1037/0278-7393.34.3.696	JEPLMC	34	3	696-702		Adolescent, Adult, Attention [physiology], Brain Mapping, Cerebral Cortex [physiology], Comprehension [physiology], Contingent Negative Variation [physiology], Electroencephalography, Event-Related Potentials, P300 [physiology], Female, Humans, Male, Reaction Time [physiology], Semantics, Signal Processing, Computer-Assisted, Speech Perception [physiology], Verbal Behavior [physiology]	2008.JEP LMC/34_3_696.pdf	JEPLMC/JEPLMC-34-3-696.pdf	Reproducibility Papers/JEPLMC/JEPLMC-34-3-696.pdf	Philip Collard, Martin Corley, Lucy J MacGregor, David I Donaldson	NA	JEPLMC-34-3-696
53	Response bias in remembering emotional stimuli: A new perspective on age differences.	A Kapucu, CM Rotello, RE Ready, KN Seidl	10.1037/0278-7393.34.3.703	JEPLMC	34	3	703-11		Adolescent, Adult, Aged, Aging [psychology], Attention, Emotions, Female, Humans, Male, Mental Recall, Middle Aged, ROC Curve, Reading, Retention (Psychology), Semantics, Verbal Learning	2008.JEP LMC/34_3_703.pdf	JEPLMC/JEPLMC-34-3-703.pdf	Reproducibility Papers/JEPLMC/JEPLMC-34-3-703.pdf	Aycan Kapucu, Caren M Rotello, Rebecca E Ready, Katharina N Seidl	NA	JEPLMC-34-3-703
54	Context-sensitive adjustments of cognitive control: Conflict-adaptation effects are modulated by processing demands of the ongoing task.	R Fischer, G Dreisbach, T Goschke	10.1037/0278-7393.34.3.712	JEPLMC	34	3	712-8		Adaptation, Psychological, Adult, Attention, Concept Formation, Conflict (Psychology), Decision Making, Female, Humans, Male, Pattern Recognition, Visual, Problem Solving, Psychomotor Performance, Reaction Time	2008.JEP LMC/34_3_712.pdf	JEPLMC/JEPLMC-34-3-712.pdf	Reproducibility Papers/JEPLMC/JEPLMC-34-3-712.pdf	Rico Fischer, Gesine Dreisbach, Thomas Goschke	NA	JEPLMC-34-3-712
55	Clarifying the nature of the distinctiveness by domain interaction in conceptual structure: Comment on Cree, McNorgan, and McRae (2006).	KI Taylor, A Salamoura, B Randall, H Moss, LK Tyler	10.1037/0278-7393.34.3.719	JEPLMC	34	3	719-25		Concept Formation, Discrimination Learning, Humans, Mental Recall, Pattern Recognition, Visual, Psycholinguistics, Reaction Time, Semantics, Set (Psychology)	2008.JEP LMC/34_3_719.pdf	JEPLMC/JEPLMC-34-3-719.pdf	Reproducibility Papers/JEPLMC/JEPLMC-34-3-719.pdf	Kirsten I Taylor, Angeliki Salamoura, Billi Randall, Helen Moss, Lorraine K Tyler	NA	JEPLMC-34-3-719
56	Effects of context on eye movements when reading about possible and impossible events.	T Warren, K McConnell, K Rayner	10.1037/0278-7393.34.4.1001	JEPLMC	34	4	1001-10		Cognition, Fixation, Ocular, Humans, Language, Reading, Saccades, Semantics	2008.JEP LMC/34_4_1001.pdf	JEPLMC/JEPLMC-34-4-1001.pdf	Reproducibility Papers/JEPLMC/JEPLMC-34-4-1001.pdf	Tessa Warren, Kerry McConnell, Keith Rayner	NA	JEPLMC-34-4-1001
57	Introduction to the special section on integrative approaches to source memory.	MK Johnson, M Verfaellie, J Dunlosky	10.1037/0278-7393.34.4.727	JEPLMC	34	4	727-9		Cognition, Humans, Memory, Psychological Theory, Psychology	2008.JEP LMC/34_4_727.pdf	JEPLMC/JEPLMC-34-4-727.pdf	Reproducibility Papers/JEPLMC/JEPLMC-34-4-727.pdf	Marcia K Johnson, Mieke Verfaellie, John Dunlosky	NA	JEPLMC-34-4-727
58	The effects of unitization on familiarity-based source memory: Testing a behavioral prediction derived from neuroimaging data.	RA Diana, AP Yonelinas, C Ranganath	10.1037/0278-7393.34.4.730	JEPLMC	34	4	730-40		Adult, Cerebral Cortex [anatomy & histology], Female, Humans, Magnetic Resonance Imaging, Male, Memory, ROC Curve, Reaction Time, Recognition (Psychology)	2008.JEP LMC/34_4_730.pdf	JEPLMC/JEPLMC-34-4-730.pdf	Reproducibility Papers/JEPLMC/JEPLMC-34-4-730.pdf	Rachel A Diana, Andrew P Yonelinas, Charan Ranganath	NA	JEPLMC-34-4-730
59	Event-related potentials indicate different processes to mediate categorical and associative priming in person recognition.	PA Leynes, MC Phillips	10.1037/0278-7393.34.4.741	JEPLMC	34	4	741-51		Adolescent, Adult, Evoked Potentials [physiology], Female, Humans, Male, Memory, Neurophysiology [instrumentation], Reaction Time, Recognition (Psychology)	2008.JEP LMC/34_4_741.pdf	JEPLMC/JEPLMC-34-4-741.pdf	Reproducibility Papers/JEPLMC/JEPLMC-34-4-741.pdf	P Andrew Leynes, Michelle C Phillips	NA	JEPLMC-34-4-741
60	Testing a neurocomputational model of recollection, familiarity, and source recognition.	KW Elfman, CM Parks, AP Yonelinas	10.1037/0278-7393.34.4.752	JEPLMC	34	4	752-68		Adult, Female, Hippocampus, Humans, Male, Models, Psychological, ROC Curve, Recognition (Psychology), Temporal Lobe [physiology]	2008.JEP LMC/34_4_752.pdf	JEPLMC/JEPLMC-34-4-752.pdf	Reproducibility Papers/JEPLMC/JEPLMC-34-4-752.pdf	Kane W Elfman, Colleen M Parks, Andrew P Yonelinas	NA	JEPLMC-34-4-752
61	Content-specific source encoding in the human medial temporal lobe.	T Awipi, L Davachi	10.1037/0278-7393.34.4.769	JEPLMC	34	4	769-79		Evoked Potentials [physiology], Humans, Magnetic Resonance Imaging, Recognition (Psychology) [physiology], Temporal Lobe [physiology]	2008.JEP LMC/34_4_769.pdf	JEPLMC/JEPLMC-34-4-769.pdf	Reproducibility Papers/JEPLMC/JEPLMC-34-4-769.pdf	T Awipi, L Davachi	NA	JEPLMC-34-4-769
62	Neuroimaging evidence for agenda-dependent monitoring of different features during short-term source memory tests.	KJ Mitchell, CL Raye, JT McGuire, H Frankel, EJ Greene, MK Johnson	10.1037/0278-7393.34.4.780	JEPLMC	34	4	780-90		Adult, Female, Humans, Magnetic Resonance Imaging, Male, Memory, Short-Term, Neuropsychological Tests, Prefrontal Cortex	2008.JEP LMC/34_4_780.pdf	JEPLMC/JEPLMC-34-4-780.pdf	Reproducibility Papers/JEPLMC/JEPLMC-34-4-780.pdf	Karen J Mitchell, Carol L Raye, Joseph T McGuire, Hillary Frankel, Erich J Greene, Marcia K Johnson	NA	JEPLMC-34-4-780
63	Effects of aging on the neural correlates of successful item and source memory encoding.	NA Dennis, SM Hayes, SE Prince, DJ Madden, SA Huettel, R Cabeza	10.1037/0278-7393.34.4.791	JEPLMC	34	4	791-808		Adult, Aging [physiology], Face, Female, Hippocampus [physiology], Humans, Magnetic Resonance Imaging, Male, Memory [physiology], Neuropsychological Tests, Parahippocampal Gyrus [physiology], Prefrontal Cortex [physiology]	2008.JEP LMC/34_4_791.pdf	JEPLMC/JEPLMC-34-4-791.pdf	Reproducibility Papers/JEPLMC/JEPLMC-34-4-791.pdf	Nancy A Dennis, Scott M Hayes, Steven E Prince, David J Madden, Scott A Huettel, Roberto Cabeza	NA	JEPLMC-34-4-791
64	Do young and older adults rely on different processes in source memory tasks? a neuropsychological study.	EL Glisky, LL Kong	10.1037/0278-7393.34.4.809	JEPLMC	34	4	809-22		Adolescent, Adult, Age Factors, Aged, Aged, 80 and over, Aging [physiology], Female, Frontal Lobe [physiology], Humans, Male, Memory, Memory, Short-Term, Middle Aged, Neuropsychological Tests, Thinking	2008.JEP LMC/34_4_809.pdf	JEPLMC/JEPLMC-34-4-809.pdf	Reproducibility Papers/JEPLMC/JEPLMC-34-4-809.pdf	Elizabeth L Glisky, Lauren L Kong	NA	JEPLMC-34-4-809
65	Sleep does not enhance motor sequence learning.	TC Rickard, DJ Cai, CA Rieth, J Jones, MC Ard	10.1037/0278-7393.34.4.834	JEPLMC	34	4	834-42		Humans, Learning, Psychomotor Performance, Reaction Time, Sleep [physiology]	2008.JEP LMC/34_4_834.pdf	JEPLMC/JEPLMC-34-4-834.pdf	Reproducibility Papers/JEPLMC/JEPLMC-34-4-834.pdf	Timothy C Rickard, Denise J Cai, Cory A Rieth, Jason Jones, M Colin Ard	NA	JEPLMC-34-4-834
66	Investigating linguistic relativity through bilingualism: The case of grammatical gender.	ST Kousta, DP Vinson, G Vigliocco	10.1037/0278-7393.34.4.843	JEPLMC	34	4	843-58		Adult, Female, Humans, Linguistics, Male, Multilingualism, Sex Factors	2008.JEP LMC/34_4_843.pdf	JEPLMC/JEPLMC-34-4-843.pdf	Reproducibility Papers/JEPLMC/JEPLMC-34-4-843.pdf	Stavroula-Thaleia Kousta, David P Vinson, Gabriella Vigliocco	NA	JEPLMC-34-4-843
67	Cognitive control and lexical access in younger and older bilinguals.	E Bialystok, F Craik, G Luk	10.1037/0278-7393.34.4.859	JEPLMC	34	4	859-73		Adult, Aged, Aging [physiology], Cognition, Female, Humans, Male, Memory, Short-Term, Middle Aged, Multilingualism, Neuropsychological Tests, Vocabulary	2008.JEP LMC/34_4_859.pdf	JEPLMC/JEPLMC-34-4-859.pdf	Reproducibility Papers/JEPLMC/JEPLMC-34-4-859.pdf	Ellen Bialystok, Fergus Craik, Gigi Luk	NA	JEPLMC-34-4-859
68	Phonological phrase boundaries constrain the online syntactic analysis of spoken sentences.	S Millotte, A René, R Wales, A Christophe	10.1037/0278-7393.34.4.874	JEPLMC	34	4	874-85		Humans, Linguistics, Phonetics, Speech, Speech Production Measurement, Verbal Behavior	2008.JEP LMC/34_4_874.pdf	JEPLMC/JEPLMC-34-4-874.pdf	Reproducibility Papers/JEPLMC/JEPLMC-34-4-874.pdf	Séverine Millotte, Alice René, Roger Wales, Anne Christophe	NA	JEPLMC-34-4-874
69	Capacity demands of phoneme selection in word production: New evidence from dual-task experiments.	AE Cook, AS Meyer	10.1037/0278-7393.34.4.886	JEPLMC	34	4	886-99		Humans, Linguistics, Phonetics, Verbal Behavior, Vocabulary	2008.JEP LMC/34_4_886.pdf	JEPLMC/JEPLMC-34-4-886.pdf	Reproducibility Papers/JEPLMC/JEPLMC-34-4-886.pdf	Amy E Cook, Antje S Meyer	NA	JEPLMC-34-4-886
70	The relationship between semantic short-term memory and immediate serial recall of known and unknown words and nonwords: Data from two Chinese individuals with aphasia.	W Wong, SP Low	10.1037/0278-7393.34.4.900	JEPLMC	34	4	900-17		Adult, Aphasia, Wernicke [diagnosis], Asian Continental Ancestry Group, Brain [pathology], Female, Humans, Magnetic Resonance Imaging, Memory, Short-Term, Mental Recall, Neuropsychological Tests, Phonetics, Semantics, Severity of Illness Index, Speech Perception, Vocabulary	2008.JEP LMC/34_4_900.pdf	JEPLMC/JEPLMC-34-4-900.pdf	Reproducibility Papers/JEPLMC/JEPLMC-34-4-900.pdf	Winsy Wong, Sam-Po Low	NA	JEPLMC-34-4-900
71	Correcting a metacognitive error: Feedback increases retention of low-confidence correct responses.	AC Butler, JD Karpicke, HL Roediger	10.1037/0278-7393.34.4.918	JEPLMC	34	4	918-28		Attitude, Cognition Disorders [diagnosis], Cues, Feedback, Humans, Mental Recall, Retention (Psychology)	2008.JEP LMC/34_4_918.pdf	JEPLMC/JEPLMC-34-4-918.pdf	Reproducibility Papers/JEPLMC/JEPLMC-34-4-918.pdf	Andrew C Butler, Jeffrey D Karpicke, Henry L Roediger	NA	JEPLMC-34-4-918
72	Sample size and correlational inference.	RB Anderson, ME Doherty, JC Friedrich	10.1037/0278-7393.34.4.929	JEPLMC	34	4	929-44		Humans, Judgment, Models, Psychological, Signal Detection, Psychological	2008.JEP LMC/34_4_929.pdf	JEPLMC/JEPLMC-34-4-929.pdf	Reproducibility Papers/JEPLMC/JEPLMC-34-4-929.pdf	Richard B Anderson, Michael E Doherty, Jeff C Friedrich	NA	JEPLMC-34-4-929
73	Subjective confidence in one's answers: The consensuality principle.	A Koriat	10.1037/0278-7393.34.4.945	JEPLMC	34	4	945-59		Adult, Decision Making, Female, Humans, Male, Memory, Psychology [methods], Reaction Time	2008.JEP LMC/34_4_945.pdf	JEPLMC/JEPLMC-34-4-945.pdf	Reproducibility Papers/JEPLMC/JEPLMC-34-4-945.pdf	Asher Koriat	NA	JEPLMC-34-4-945
74	Grammatical and nongrammatical contributions to closed-class word selection.	FX Alario, P Ayora, A Costa, A Melinger	10.1037/0278-7393.34.4.960	JEPLMC	34	4	960-81		Adolescent, Adult, Choice Behavior, Female, Humans, Linguistics, Male, Reaction Time, Semantics, Vocabulary	2008.JEP LMC/34_4_960.pdf	JEPLMC/JEPLMC-34-4-960.pdf	Reproducibility Papers/JEPLMC/JEPLMC-34-4-960.pdf	F-Xavier Alario, Pauline Ayora, Albert Costa, Alissa Melinger	NA	JEPLMC-34-4-960
75	Parallel processing of objects in a naming task.	AS Meyer, M Ouellet, C Häcker	10.1037/0278-7393.34.4.982	JEPLMC	34	4	982-7		Attention, Cognition, Humans, Phonetics, Visual Perception, Vocabulary	2008.JEP LMC/34_4_982.pdf	JEPLMC/JEPLMC-34-4-982.pdf	Reproducibility Papers/JEPLMC/JEPLMC-34-4-982.pdf	Antje S Meyer, Marc Ouellet, Christine Häcker	NA	JEPLMC-34-4-982
76	Semantic processing of previews within compound words.	SJ White, R Bertram, J Hyönä	10.1037/0278-7393.34.4.988	JEPLMC	34	4	988-93		Eye Movements, Humans, Reading, Recognition (Psychology), Semantics, Speech Perception, Visual Perception, Vocabulary	2008.JEP LMC/34_4_988.pdf	JEPLMC/JEPLMC-34-4-988.pdf	Reproducibility Papers/JEPLMC/JEPLMC-34-4-988.pdf	Sarah J White, Raymond Bertram, Jukka Hyönä	NA	JEPLMC-34-4-988
77	Specificity of practice: Interaction between concurrent sensory information and terminal feedback.	Y Blandin, L Toussaint, CH Shea	10.1037/0278-7393.34.4.994	JEPLMC	34	4	994-1000		Adult, Feedback, Female, Humans, Knowledge of Results (Psychology), Male, Perception, Physical Stimulation, Practice (Psychology)	2008.JEP LMC/34_4_994.pdf	JEPLMC/JEPLMC-34-4-994.pdf	Reproducibility Papers/JEPLMC/JEPLMC-34-4-994.pdf	Yannick Blandin, Lucette Toussaint, Charles H Shea	NA	JEPLMC-34-4-994
78	How incidental sequence learning creates reportable knowledge: The role of unexpected events.	D Rünger, PA Frensch	10.1037/a0012942	JEPLMC	34	5	1011-26		Adolescent, Adult, Attention, Color Perception, Concept Formation, Female, Humans, Individuality, Intention, Male, Orientation, Pattern Recognition, Visual, Psychomotor Performance, Reaction Time, Serial Learning, Set (Psychology), Transfer (Psychology), Young Adult	2008.JEP LMC/34_5_1011.pdf	JEPLMC/JEPLMC-34-5-1011.pdf	Reproducibility Papers/JEPLMC/JEPLMC-34-5-1011.pdf	Dennis Rünger, Peter A Frensch	NA	JEPLMC-34-5-1011
79	The role of short-term memory capacity and task experience for overconfidence in judgment under uncertainty.	P Hansson, P Juslin, A Winman	10.1037/a0012638	JEPLMC	34	5	1027-42		Adult, Concept Formation, Female, Humans, Intuition, Judgment, Male, Memory, Short-Term, Probability Learning, Problem Solving, Serial Learning, Uncertainty	2008.JEP LMC/34_5_1027.pdf	JEPLMC/JEPLMC-34-5-1027.pdf	Reproducibility Papers/JEPLMC/JEPLMC-34-5-1027.pdf	Patrik Hansson, Peter Juslin, Anders Winman	NA	JEPLMC-34-5-1027
80	Hindsight bias doesn't always come easy: Causal models, cognitive effort, and creeping determinism.	S Nestler, H Blank, G von Collani	10.1037/0278-7393.34.5.1043	JEPLMC	34	5	1043-54		Adolescent, Adult, Aged, Attention, Awareness, Concept Formation, Culture, Female, Humans, Judgment, Knowledge of Results (Psychology), Male, Memory, Short-Term, Mental Recall, Middle Aged, Motivation, Probability Learning, Reading	2008.JEP LMC/34_5_1043.pdf	JEPLMC/JEPLMC-34-5-1043.pdf	Reproducibility Papers/JEPLMC/JEPLMC-34-5-1043.pdf	Steffen Nestler, Hartmut Blank, Gernot von Collani	NA	JEPLMC-34-5-1043
81	Multiple-reason decision making based on automatic processing.	A Glöckner, T Betsch	10.1037/0278-7393.34.5.1055	JEPLMC	34	5	1055-75		Attention, Automatism [psychology], Choice Behavior, Cues, Culture, Decision Making, Female, Humans, Intuition, Judgment, Male, Probability Learning, Problem Solving, Reaction Time	2008.JEP LMC/34_5_1055.pdf	JEPLMC/JEPLMC-34-5-1055.pdf	Reproducibility Papers/JEPLMC/JEPLMC-34-5-1055.pdf	Andreas Glöckner, Tilmann Betsch	NA	JEPLMC-34-5-1055
82	A principal components analysis of dynamic spatial memory biases.	MA Motes, TL Hubbard, JR Courtney, B Rypma	10.1037/a0012794	JEPLMC	34	5	1076-83		Attention, Decision Making, Distance Perception, Gravitation, Humans, Judgment, Mental Recall, Motion Perception, Optical Illusions, Orientation, Pattern Recognition, Visual, Principal Component Analysis, Problem Solving, Psychomotor Performance, Pursuit, Smooth, Reaction Time	2008.JEP LMC/34_5_1076.pdf	JEPLMC/JEPLMC-34-5-1076.pdf	Reproducibility Papers/JEPLMC/JEPLMC-34-5-1076.pdf	Michael A Motes, Timothy L Hubbard, Jon R Courtney, Bart Rypma	NA	JEPLMC-34-5-1076
83	Familiarity and retrieval processes in delayed judgments of learning.	J Metcalfe, B Finn	10.1037/a0012580	JEPLMC	34	5	1084-97		Association Learning, Cues, Culture, Discrimination Learning, Humans, Judgment, Memory, Short-Term, Mental Recall, Pattern Recognition, Visual, Reaction Time, Retention (Psychology), Semantics, Verbal Learning	2008.JEP LMC/34_5_1084.pdf	JEPLMC/JEPLMC-34-5-1084.pdf	Reproducibility Papers/JEPLMC/JEPLMC-34-5-1084.pdf	Janet Metcalfe, Bridgid Finn	NA	JEPLMC-34-5-1084
84	Syntactic priming in comprehension: The role of argument order and animacy.	MN Carminati, RP van Gompel, C Scheepers, M Arai	10.1037/a0012795	JEPLMC	34	5	1098-110		Attention, Comprehension, Concept Formation, Cues, Eye Movements, Humans, Orientation, Reaction Time, Reading, Semantics, Set (Psychology), Speech Perception	2008.JEP LMC/34_5_1098.pdf	JEPLMC/JEPLMC-34-5-1098.pdf	Reproducibility Papers/JEPLMC/JEPLMC-34-5-1098.pdf	Maria Nella Carminati, Roger P G van Gompel, Christoph Scheepers, Manabu Arai	NA	JEPLMC-34-5-1098
85	The role of causal models in analogical inference.	HS Lee, KJ Holyoak	10.1037/a0012581	JEPLMC	34	5	1111-22		Association Learning, Concept Formation, Discrimination Learning, Humans, Judgment, Linguistics, Models, Psychological, Probability Learning, Problem Solving, Semantics	2008.JEP LMC/34_5_1111.pdf	JEPLMC/JEPLMC-34-5-1111.pdf	Reproducibility Papers/JEPLMC/JEPLMC-34-5-1111.pdf	Hee Seung Lee, Keith J Holyoak	NA	JEPLMC-34-5-1111
86	Variation in the anthropomorphization of supernatural beings and its implications for cognitive theories of religion.	A Shtulman	10.1037/0278-7393.34.5.1123	JEPLMC	34	5	1123-38		Age Factors, Child, Child, Preschool, Cognition, Concept Formation, Cultural Characteristics, Culture, Fantasy, Female, Humans, Imagination, Intuition, Judgment, Male, Psychological Theory, Religion and Psychology, Semantics, Students [psychology]	2008.JEP LMC/34_5_1123.pdf	JEPLMC/JEPLMC-34-5-1123.pdf	Reproducibility Papers/JEPLMC/JEPLMC-34-5-1123.pdf	Andrew Shtulman	NA	JEPLMC-34-5-1123
87	Implicit learning of predictive relationships in three-element visual sequences by young and old adults.	JH Howard, DV Howard, NA Dennis, AJ Kelly	10.1037/a0012797	JEPLMC	34	5	1139-57		Adolescent, Aged, Aging [psychology], Association Learning, Attention, Awareness, Color Perception, Concept Formation, Female, Humans, Male, Pattern Recognition, Visual, Probability Learning, Psychomotor Performance, Reaction Time, Serial Learning, Young Adult	2008.JEP LMC/34_5_1139.pdf	JEPLMC/JEPLMC-34-5-1139.pdf	Reproducibility Papers/JEPLMC/JEPLMC-34-5-1139.pdf	James H Howard, Darlene V Howard, Nancy A Dennis, Andrew J Kelly	NA	JEPLMC-34-5-1139
88	Resting on laurels: The effects of discrete progress markers as subgoals on task performance and preferences.	O Amir, D Ariely	10.1037/a0012857	JEPLMC	34	5	1158-71		Attention, Choice Behavior, Concept Formation, Culture, Distance Perception, Feedback, Psychological, Goals, Humans, Intuition, Motivation, Orientation, Pattern Recognition, Visual, Psychomotor Performance, Reaction Time, Uncertainty	2008.JEP LMC/34_5_1158.pdf	JEPLMC/JEPLMC-34-5-1158.pdf	Reproducibility Papers/JEPLMC/JEPLMC-34-5-1158.pdf	On Amir, Dan Ariely	NA	JEPLMC-34-5-1158
